Path;Fold
Brass/Trumpet_C/ordinario/TpC-ord-C4-pp-N-T10d.wav;0
Brass/Trumpet_C/ordinario/TpC-ord-C#4-pp-N-T11u.wav;4
Brass/Trumpet_C/ordinario/TpC-ord-D4-pp-N-T18u.wav;4
Brass/Trumpet_C/ordinario/TpC-ord-D#4-pp-N-N.wav;0
Brass/Trumpet_C/ordinario/TpC-ord-E4-pp-N-N.wav;1
Brass/Trumpet_C/ordinario/TpC-ord-F4-pp-N-T12u.wav;2
Brass/Trumpet_C/ordinario/TpC-ord-F#4-pp-N-T12u.wav;4
Brass/Trumpet_C/ordinario/TpC-ord-G4-pp-N-N.wav;1
Brass/Trumpet_C/ordinario/TpC-ord-G#4-pp-N-N.wav;1
Brass/Trumpet_C/ordinario/TpC-ord-A4-pp-N-N.wav;2
Brass/Trumpet_C/ordinario/TpC-ord-A#4-pp-N-N.wav;4
Brass/Trumpet_C/ordinario/TpC-ord-B4-pp-N-N.wav;0
Brass/Trumpet_C/ordinario/TpC-ord-C5-pp-N-T11d.wav;1
Brass/Trumpet_C/ordinario/TpC-ord-C#5-pp-N-N.wav;0
Brass/Trumpet_C/ordinario/TpC-ord-D5-pp-N-N.wav;0
Brass/Trumpet_C/ordinario/TpC-ord-D#5-pp-N-N.wav;3
Brass/Trumpet_C/ordinario/TpC-ord-E5-pp-N-T31d.wav;2
Brass/Trumpet_C/ordinario/TpC-ord-F5-pp-N-T12d.wav;1
Brass/Trumpet_C/ordinario/TpC-ord-F#5-pp-N-T22d.wav;3
Brass/Trumpet_C/ordinario/TpC-ord-G5-pp-N-T25d.wav;3
Brass/Trumpet_C/ordinario/TpC-ord-G#5-pp-N-T23d.wav;4
Brass/Trumpet_C/ordinario/TpC-ord-A5-pp-N-T26d.wav;4
Brass/Trumpet_C/ordinario/TpC-ord-A#5-pp-N-N.wav;4
Brass/Trumpet_C/ordinario/TpC-ord-B5-pp-N-N.wav;2
Brass/Trumpet_C/ordinario/TpC-ord-C6-pp-N-N.wav;3
Brass/Trumpet_C/ordinario/TpC-ord-C#6-pp-N-N.wav;1
Brass/Trumpet_C/ordinario/TpC-ord-D6-pp-N-N.wav;2
Brass/Trumpet_C/ordinario/TpC-ord-F#3-mf-N-T23u.wav;0
Brass/Trumpet_C/ordinario/TpC-ord-G3-mf-N-T12u.wav;3
Brass/Trumpet_C/ordinario/TpC-ord-G#3-mf-N-N.wav;3
Brass/Trumpet_C/ordinario/TpC-ord-A3-mf-N-N.wav;2
Brass/Trumpet_C/ordinario/TpC-ord-A#3-mf-N-N.wav;0
Brass/Trumpet_C/ordinario/TpC-ord-B3-mf-N-N.wav;2
Brass/Trumpet_C/ordinario/TpC-ord-C4-mf-N-N.wav;3
Brass/Trumpet_C/ordinario/TpC-ord-C#4-mf-N-T17u.wav;3
Brass/Trumpet_C/ordinario/TpC-ord-D4-mf-N-T13u.wav;0
Brass/Trumpet_C/ordinario/TpC-ord-D#4-mf-N-T16u.wav;1
Brass/Trumpet_C/ordinario/TpC-ord-E4-mf-N-T11u.wav;2
Brass/Trumpet_C/ordinario/TpC-ord-F4-mf-N-T25u.wav;0
Brass/Trumpet_C/ordinario/TpC-ord-F#4-mf-N-T16u.wav;0
Brass/Trumpet_C/ordinario/TpC-ord-G4-mf-N-T15u.wav;1
Brass/Trumpet_C/ordinario/TpC-ord-G#4-mf-N-N.wav;3
Brass/Trumpet_C/ordinario/TpC-ord-A4-mf-N-T19u.wav;4
Brass/Trumpet_C/ordinario/TpC-ord-A#4-mf-N-N.wav;2
Brass/Trumpet_C/ordinario/TpC-ord-B4-mf-N-N.wav;2
Brass/Trumpet_C/ordinario/TpC-ord-C5-mf-N-N.wav;1
Brass/Trumpet_C/ordinario/TpC-ord-C#5-mf-N-T17u.wav;4
Brass/Trumpet_C/ordinario/TpC-ord-D5-mf-N-T14u.wav;2
Brass/Trumpet_C/ordinario/TpC-ord-D#5-mf-N-N.wav;1
Brass/Trumpet_C/ordinario/TpC-ord-E5-mf-N-R100u.wav;4
Brass/Trumpet_C/ordinario/TpC-ord-F5-mf-N-T11d.wav;3
Brass/Trumpet_C/ordinario/TpC-ord-F#5-mf-N-T10d.wav;4
Brass/Trumpet_C/ordinario/TpC-ord-G5-mf-N-N.wav;3
Brass/Trumpet_C/ordinario/TpC-ord-G#5-mf-N-N.wav;1
Brass/Trumpet_C/ordinario/TpC-ord-A5-mf-N-N.wav;4
Brass/Trumpet_C/ordinario/TpC-ord-A#5-mf-N-N.wav;4
Brass/Trumpet_C/ordinario/TpC-ord-B5-mf-N-T13u.wav;4
Brass/Trumpet_C/ordinario/TpC-ord-C6-mf-N-T11u.wav;3
Brass/Trumpet_C/ordinario/TpC-ord-C#6-mf-N-T10u.wav;0
Brass/Trumpet_C/ordinario/TpC-ord-D6-mf-N-N.wav;2
Brass/Trumpet_C/ordinario/TpC-ord-G3-ff-N-T21u.wav;1
Brass/Trumpet_C/ordinario/TpC-ord-G#3-ff-N-T23u_R100d.wav;1
Brass/Trumpet_C/ordinario/TpC-ord-A3-ff-N-T23u.wav;2
Brass/Trumpet_C/ordinario/TpC-ord-A#3-ff-N-T23u_R100u.wav;2
Brass/Trumpet_C/ordinario/TpC-ord-B3-ff-N-R100d.wav;0
Brass/Trumpet_C/ordinario/TpC-ord-C4-ff-N-N.wav;4
Brass/Trumpet_C/ordinario/TpC-ord-C#4-ff-N-T39u.wav;4
Brass/Trumpet_C/ordinario/TpC-ord-D4-ff-N-T27u.wav;0
Brass/Trumpet_C/ordinario/TpC-ord-D#4-ff-N-N.wav;4
Brass/Trumpet_C/ordinario/TpC-ord-E4-ff-N-N.wav;0
Brass/Trumpet_C/ordinario/TpC-ord-F4-ff-N-T17u.wav;2
Brass/Trumpet_C/ordinario/TpC-ord-F#4-ff-N-T14u.wav;0
Brass/Trumpet_C/ordinario/TpC-ord-G4-ff-N-N.wav;3
Brass/Trumpet_C/ordinario/TpC-ord-G#4-ff-N-N.wav;3
Brass/Trumpet_C/ordinario/TpC-ord-A4-ff-N-T22u.wav;3
Brass/Trumpet_C/ordinario/TpC-ord-A#4-ff-N-N.wav;1
Brass/Trumpet_C/ordinario/TpC-ord-B4-ff-N-N.wav;0
Brass/Trumpet_C/ordinario/TpC-ord-C5-ff-N-N.wav;4
Brass/Trumpet_C/ordinario/TpC-ord-C#5-ff-N-N.wav;2
Brass/Trumpet_C/ordinario/TpC-ord-D5-ff-N-N.wav;4
Brass/Trumpet_C/ordinario/TpC-ord-D#5-ff-N-N.wav;0
Brass/Trumpet_C/ordinario/TpC-ord-E5-ff-N-N.wav;2
Brass/Trumpet_C/ordinario/TpC-ord-F5-ff-N-N.wav;0
Brass/Trumpet_C/ordinario/TpC-ord-F#5-ff-N-N.wav;1
Brass/Trumpet_C/ordinario/TpC-ord-G5-ff-N-N.wav;3
Brass/Trumpet_C/ordinario/TpC-ord-G#5-ff-N-N.wav;1
Brass/Trumpet_C/ordinario/TpC-ord-A5-ff-N-T13u.wav;1
Brass/Trumpet_C/ordinario/TpC-ord-A#5-ff-N-N.wav;4
Brass/Trumpet_C/ordinario/TpC-ord-B5-ff-N-N.wav;1
Brass/Trumpet_C/ordinario/TpC-ord-C6-ff-N-T17u.wav;2
Keyboards/Accordion/ordinario/Acc-ord-E1-pp-N-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-F1-pp-N-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-F#1-pp-N-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-G1-pp-N-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-G#1-pp-N-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-A1-pp-N-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-A#1-pp-N-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-B1-pp-N-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-C2-pp-N-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-C#2-pp-N-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-D2-pp-N-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-D#2-pp-N-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-E2-pp-N-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-E2-pp-alt1-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-F2-pp-N-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-F2-pp-alt1-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-F#2-pp-N-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-F#2-pp-alt1-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-G2-pp-N-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-G2-pp-alt1-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-G#2-pp-N-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-G#2-pp-alt1-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-A2-pp-N-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-A2-pp-alt1-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-A#2-pp-N-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-A#2-pp-alt1-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-B2-pp-N-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-B2-pp-alt1-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-C3-pp-N-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-C3-pp-alt1-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-C#3-pp-N-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-C#3-pp-alt1-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-D3-pp-N-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-D3-pp-alt1-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-D#3-pp-N-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-D#3-pp-alt1-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-E3-pp-N-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-E3-pp-alt1-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-E3-pp-alt2-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-F3-pp-N-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-F3-pp-alt1-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-F#3-pp-N-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-F#3-pp-alt1-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-F#3-pp-alt2-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-G3-pp-N-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-G3-pp-alt1-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-G3-pp-alt2-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-G#3-pp-N-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-G#3-pp-alt1-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-G#3-pp-alt2-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-A3-pp-N-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-A3-pp-alt1-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-A3-pp-alt2-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-A#3-pp-N-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-A#3-pp-alt1-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-A#3-pp-alt2-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-B3-pp-N-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-B3-pp-alt1-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-B3-pp-alt2-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-C4-pp-N-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-C4-pp-alt1-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-C4-pp-alt2-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-C#4-pp-N-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-C#4-pp-alt1-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-C#4-pp-alt2-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-D4-pp-N-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-D4-pp-alt1-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-D4-pp-alt2-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-D#4-pp-N-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-D#4-pp-alt1-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-D#4-pp-alt2-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-E4-pp-N-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-E4-pp-alt1-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-E4-pp-alt2-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-F4-pp-N-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-F4-pp-alt1-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-F4-pp-alt2-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-F#4-pp-N-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-F#4-pp-alt1-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-F#4-pp-alt2-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-G4-pp-N-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-G4-pp-alt1-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-G4-pp-alt2-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-G#4-pp-N-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-G#4-pp-alt1-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-G#4-pp-alt2-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-A4-pp-N-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-A4-pp-alt1-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-A4-pp-alt2-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-A#4-pp-N-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-A#4-pp-alt1-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-A#4-pp-alt2-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-B4-pp-N-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-B4-pp-alt1-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-B4-pp-alt2-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-C5-pp-N-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-C5-pp-alt1-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-C5-pp-alt2-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-C#5-pp-N-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-C#5-pp-alt1-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-C#5-pp-alt2-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-D5-pp-N-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-D5-pp-alt1-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-D5-pp-alt2-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-D#5-pp-N-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-D#5-pp-alt1-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-D#5-pp-alt2-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-E5-pp-N-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-E5-pp-alt1-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-E5-pp-alt2-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-F5-pp-N-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-F5-pp-alt1-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-F5-pp-alt2-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-F#5-pp-N-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-F#5-pp-alt1-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-F#5-pp-alt2-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-G5-pp-N-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-G5-pp-alt1-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-G5-pp-alt2-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-G#5-pp-N-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-G#5-pp-alt1-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-G#5-pp-alt2-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-A5-pp-N-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-A5-pp-alt1-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-A5-pp-alt2-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-A#5-pp-N-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-A#5-pp-alt1-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-A#5-pp-alt2-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-B5-pp-N-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-B5-pp-alt1-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-B5-pp-alt2-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-C6-pp-N-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-C6-pp-alt1-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-C6-pp-alt2-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-C#6-pp-N-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-C#6-pp-alt1-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-C#6-pp-alt2-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-D6-pp-N-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-D6-pp-alt1-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-D6-pp-alt2-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-D#6-pp-N-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-D#6-pp-alt1-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-D#6-pp-alt2-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-E6-pp-N-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-E6-pp-alt1-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-E6-pp-alt2-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-F6-pp-N-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-F6-pp-alt1-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-F6-pp-alt2-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-F#6-pp-N-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-F#6-pp-alt1-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-F#6-pp-alt2-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-G6-pp-N-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-G6-pp-alt1-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-G6-pp-alt2-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-G#6-pp-N-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-G#6-pp-alt1-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-A6-pp-N-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-A6-pp-alt1-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-A#6-pp-N-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-A#6-pp-alt1-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-B6-pp-N-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-B6-pp-alt1-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-C7-pp-N-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-C7-pp-alt1-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-C#7-pp-N-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-C#7-pp-alt1-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-D7-pp-N-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-D7-pp-alt1-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-D#7-pp-N-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-D#7-pp-alt1-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-E7-pp-N-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-E7-pp-alt1-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-F7-pp-N-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-F7-pp-alt1-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-F7-pp-alt2-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-F#7-pp-N-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-F#7-pp-alt1-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-F#7-pp-alt2-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-G7-pp-N-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-G7-pp-alt1-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-G7-pp-alt2-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-G#7-pp-N-T11d.wav;1
Keyboards/Accordion/ordinario/Acc-ord-G#7-pp-alt1-T10d.wav;2
Keyboards/Accordion/ordinario/Acc-ord-A7-pp-N-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-A7-pp-alt1-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-A#7-pp-N-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-A#7-pp-alt1-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-B7-pp-N-T13d.wav;3
Keyboards/Accordion/ordinario/Acc-ord-B7-pp-alt1-T13d.wav;1
Keyboards/Accordion/ordinario/Acc-ord-C8-pp-N-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-C8-pp-alt1-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-C#8-pp-N-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-C#8-pp-alt1-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-A6-p-N-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-A#6-p-N-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-B6-p-N-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-C7-p-N-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-C#7-p-N-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-D7-p-N-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-D#7-p-N-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-E7-p-N-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-E1-mf-N-T17u.wav;3
Keyboards/Accordion/ordinario/Acc-ord-E1-mf-alt1-T13u.wav;1
Keyboards/Accordion/ordinario/Acc-ord-F1-mf-N-T19u.wav;0
Keyboards/Accordion/ordinario/Acc-ord-F1-mf-alt1-T27u.wav;2
Keyboards/Accordion/ordinario/Acc-ord-F#1-mf-N-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-F#1-mf-alt1-T12u.wav;0
Keyboards/Accordion/ordinario/Acc-ord-G1-mf-N-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-G1-mf-alt1-T18u.wav;3
Keyboards/Accordion/ordinario/Acc-ord-G#1-mf-N-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-G#1-mf-alt1-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-A1-mf-N-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-A1-mf-alt1-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-A#1-mf-N-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-A#1-mf-alt1-T12u.wav;2
Keyboards/Accordion/ordinario/Acc-ord-B1-mf-N-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-B1-mf-alt1-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-C2-mf-N-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-C2-mf-alt1-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-C#2-mf-N-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-C#2-mf-alt1-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-D2-mf-N-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-D2-mf-alt1-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-D#2-mf-N-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-D#2-mf-alt1-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-E2-mf-N-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-E2-mf-alt1-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-E2-mf-alt2-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-E2-mf-alt3-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-F2-mf-N-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-F2-mf-alt1-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-F2-mf-alt2-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-F2-mf-alt3-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-F#2-mf-N-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-F#2-mf-alt1-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-F#2-mf-alt2-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-F#2-mf-alt3-N.wav;4
Keyboards/Accordion/ordinario/Acc-ord-G2-mf-N-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-G2-mf-alt1-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-G2-mf-alt2-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-G2-mf-alt3-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-G#2-mf-N-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-G#2-mf-alt1-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-G#2-mf-alt2-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-G#2-mf-alt3-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-A2-mf-N-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-A2-mf-alt1-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-A2-mf-alt2-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-A2-mf-alt3-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-A#2-mf-N-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-A#2-mf-alt1-N.wav;1
Keyboards/Accordion/ordinario/Acc-ord-A#2-mf-alt2-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-A#2-mf-alt3-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-B2-mf-N-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-B2-mf-alt1-N.wav;2
Keyboards/Accordion/ordinario/Acc-ord-B2-mf-alt2-N.wav;3
Keyboards/Accordion/ordinario/Acc-ord-B2-mf-alt3-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-C3-mf-N-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-C3-mf-alt1-N.wav;0
Keyboards/Accordion/ordinario/Acc-ord-C3-mf-alt2-N.wav;4
